NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
1871,1871, , , adenylate cyclase, , ,4.6.1.1, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Hayaishi O.; Greengard P.; Colowick S.P.; J. Biol. Chem.; 246 5840 (1971).,71HAY/GRE_1229,298.15,7.3,0.065, , , , Tris (0.050 mol dm-3) + HCl, , , , , enzymatic assay, 
1872,1872, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,4.90, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1873,1873, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,5.00, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1874,1874, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,5.00, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1875,1875, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,5.49, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1876,1876, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,5.57, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1877,1877, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,5.60, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1878,1878, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,6.04, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1879,1879, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,6.06, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1880,1880, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,6.06, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1881,1881, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,6.50, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1882,1882, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,6.56, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1883,1883, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.0, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1884,1884, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.0, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1885,1885, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.0, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1886,1886, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.5, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1887,1887, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.5, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1888,1888, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.5, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1889,1889, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.5, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1890,1890, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1891,1891, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1892,1892, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1893,1893, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1894,1894, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1895,1895, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1896,1896, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1897,1897, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1898,1898, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.6, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1899,1899, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.9, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1900,1900, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,7.9, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1901,1901, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Horn A.; Husung R.; Schrvder M.; Bvrnig H.; Acta Biol. Med. Germ. 27 821 (1971).,71HOR/HUS_645,303.15,8.2, , , , , triethanolamine (0.1 mol dm-3) + HCl, , , , , paper chromatography and spectrophotometry, 
1902,1902, , , [acyl-carrier-protein] S-malonyltransferase, , ,2.3.1.39, malonyl-CoA(aq) + acyl-carrier protein(aq) = CoA(aq) + malonyl-[acyl-carrier protein](aq),Joshi V.C.; Wakil S.J.; Arch. Biochem. Biophys.; 143 493 (1971).,71JOS/WAK_413,298.15,6.5, , , , , potassium phosphate (0.05 mol dm-3), , , , , , 
1903,1903, , , sepiapterin reductase, , ,1.1.1.153," 7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",Katoh S.; Arch. Biochem. Biophys.; 146 202 (1971).,71KAT_220,298.15,7.60, , , , , potassium phosphate, , , , , spectrophotometry, 
1904,1904, , , sepiapterin reductase, , ,1.1.1.153," 7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",Katoh S.; Arch. Biochem. Biophys.; 146 202 (1971).,71KAT_220,298.15,7.65, , , , , potassium phosphate, , , , , spectrophotometry, 
1905,1905, , , sepiapterin reductase, , ,1.1.1.153," 7,8-dihydrobiopterin(aq) + NADP(aq) = sepiapterin(aq) + NADPH(aq)",Katoh S.; Arch. Biochem. Biophys.; 146 202 (1971).,71KAT_220,298.15,7.80, , , , , potassium phosphate, , , , , spectrophotometry, 
1906,1906, , , methylitaconate ?-isomerase, , ,5.3.3.6, methylitaconate(aq) = dimethylmaleate(aq),Kung H.-F.; Stadtman T.C.; J. Biol. Chem.; 246 3378 (1971).,71KUN/STA_1384,307.15,7.9, , , , , potassium phosphate, , , , , spectrophotometry, 
1907,1907, , , 2-methyleneglutarate mutase, , ,5.4.99.4, 2-methyleneglutarate(aq) = methylitaconate(aq),Kung H.-F.; Stadtman T.C.; J. Biol. Chem.; 246 3378 (1971).,71KUN/STA_1422,307.15,7.9, , , , , potassium phosphate, , , , , spectrophotometry, 
1908,1908, , , ?-glu-X carboxypeptidase, , ,3.4.19.9, pteroylglutamate(aq) + H2O(l) = pteroate(aq) + L-glutamate(aq),McCullough J.L.; Chabner B.A.; Bertino J.R.; J. Biol. Chem.; 246 7207 (1971).,71MCC/CHA_959,310.15,7.3,15.6, , , , Tris (0.05 mol dm-3) + HCl, , , , , spectrophotometry, 
1909,1909, , , phosphate acetyltransferase, , ,2.3.1.8, acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),Nojiri T.; Tanaka F.; Nakayama I.; J. Biochem. (Tokyo); 69 789 (1971).,71NOJ/TAN_399,300.15,7.6, , , , , Tris (0.067 mol dm-3) + HCl, , , , , spectrophotometry, 
1910,1910, , , chymotrypsin, , ,3.4.21.1, N-acetyl-L-tryptophan ethyl ester(aq) + H2O(l) = N-acetyl-L-tryptophan(aq) + ethanol(aq),Rajender S.; Lumry R.; Han M.; J. Phys. Chem.; 75 1375 (1971).,71RAJ/LUM_965,298.15,7.5, , , , , phosphate (0.05 mol dm-3),0.1, , , , calorimetry, 
1911,1911, , , glucuronate-1-phosphate uridylyltransferase, , ,2.7.7.44, 1-phospho-Î±-D-glucuronate(aq) + UTP(aq) = UDP-D-glucuronate(aq) + pyrophosphate(aq),Roberts R.M.; J. Biol. Chem.; 246 4995 (1971).,71ROB_710,303.15,8.2, , , , , Tris (0.1 mol dm-3) + HCl, , , , , chromatography electrophoresis and radioactivity, 
1912,1912, , , phosphodiesterase I, , ,3.1.4.1, 2'-deoxyadenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = 2'-deoxyadenosine 5'-monophosphate(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_833,298.15,7.3, , , , , potassium phosphate (0.036 mol dm-3) and imidazole (0.001 mol dm-3), , , , , calorimetry, 
1913,1913, , , phosphodiesterase I, , ,3.1.4.1, inosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = IMP(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_834,298.15,7.3, , , , , potassium phosphate (0.036 mol dm-3) and imidazole (0.001 mol dm-3), , , , , calorimetry, 
1914,1914, , , phosphodiesterase I, , ,3.1.4.1, uridine 3':5'-(cyclic)phosphate(aq) + H2O(l) = UMP(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_835,298.15,7.3, , , , , potassium phosphate (0.036 mol dm-3) and imidazole (0.001 mol dm-3), , , , , calorimetry, 
1915,1915, , , ribonuclease T2, , ,3.1.27.1, adenosine 2':3'-(cyclic)phosphate(aq) + H2O(l) = adenosine 3'-monophosphate(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_851,298.15,6.5, , , , , potassium phosphate (0.036 mol dm-3) or (Tris + HCl) (0.20 mol dm-3), , , , , calorimetry, 
1916,1916, , , ribonuclease T2, , ,3.1.27.1, guanosine 2':3'-(cyclic)phosphate(aq) + H2O(l) = guanosine 3'-monophosphate(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_852,298.15,6.5, , , , , potassium phosphate (0.036 mol dm-3) or (Tris+ HCl) (0.20 mol dm-3), , , , , calorimetry, 
1917,1917, , , pancreatic ribonuclease, , ,3.1.27.5, cytidine 2':3'-(cyclic)phosphate(aq) + H2O(l) = cytidine 3'-monophosphate(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_855,298.15,7.3, , , , , potassium phosphate (0.036 mol dm-3), , , , , calorimetry, 
1918,1918, , , pancreatic ribonuclease, , ,3.1.27.5, uridine 2':3'-(cyclic)phosphate(aq) + H2O(l) = uridine 3'-monophosphate(aq),Rudolph S.A.; Johnson E.M.; Greengard P.; J. Biol. Chem.; 246 1271 (1971).,71RUD/JOH_858,298.15,7.3, , , , , potassium phosphate (0.036 mol dm-3), , , , , calorimetry, 
1919,1919, , , guanylate kinase, , ,2.7.4.8, ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),Shimono H.; Sugino Y.; Eur. J. Biochem.; 19 256 (1971).,71SHI/SUG_667,310.15,7.5, , , , , Tris (0.04 mol dm-3), , , , , spectrophotometry, 
1920,1920, , , guanylate kinase, , ,2.7.4.8, ATP(aq) + dGMP(aq) = ADP(aq) + dGDP(aq),Shimono H.; Sugino Y.; Eur. J. Biochem.; 19 256 (1971).,71SHI/SUG_669,310.15,7.5, , , , , Tris (0.04 mol dm-3), , , , , spectrophotometry, 
1921,1921, , , adenylate cyclase, , ,4.6.1.1, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Takai K.; Kurashina Y.; Suzuki C.; Okamoto H.; Ueki A.; Hayaishi O.; J. Biol. Chem.; 246 5843 (1971).,71TAK/KUR_1230,303.15,7.3,0.255, , , , Tris (0.050 mol dm-3) + HCl, , , , , chromatography fluorimetry and radioactivity, 
1922,1922, , , phosphate acetyltransferase and formate C-acetyltransferase, , ,2.3.1.8 & 2.3.1.8, pyruvate(aq) + orthophosphate(aq) = acetyl phosphate(aq) + formate(aq),Tanaka N.; Johnson M.J.; J. Bacteriol.; 108 1107 (1971).,71TAN/JOH_402,310.15,7.2, , , , , glycylglycine (0.050 mol dm-3), , , , , chromatography and spectrophotometry, 
1923,1923, , , D-glutamate cyclase, , ,4.2.1.48, Î³-fluoroglutamate(aq) = cis-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1194,299.4,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1924,1924, , , D-glutamate cyclase, , ,4.2.1.48, Î³-fluoroglutamate(aq) = cis-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1194,303.2,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1925,1925, , , D-glutamate cyclase, , ,4.2.1.48, Î³-fluoroglutamate(aq) = cis-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1194,305.9,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1926,1926, , , D-glutamate cyclase, , ,4.2.1.48, Î³-fluoroglutamate(aq) = cis-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1194,313.5,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1927,1927, , , D-glutamate cyclase, , ,4.2.1.48, Î³-fluoroglutamate(aq) = trans-D-3-fluoro-2-pyrrolidone-5-carboxylate(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1195,303.15,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1928,1928, , , D-glutamate cyclase, , ,4.2.1.48, D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1197,293.4,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1929,1929, , , D-glutamate cyclase, , ,4.2.1.48, D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1197,302.3,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1930,1930, , , D-glutamate cyclase, , ,4.2.1.48, D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1197,303.2,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1931,1931, , , D-glutamate cyclase, , ,4.2.1.48, D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),Unkeless J.C.; Goldman P.; J. Biol. Chem.; 246 2354 (1971).,71UNK/GOL_1197,310.9,7.9, , , , , 2-methylimidazole (0.15 mol dm-3) + HCl, , , , , spectrophotometry, 
1932,1932, , , isocitrate lyase, , ,4.1.3.1, isocitrate(aq) = succinate(aq) + glyoxylate(aq),Williams J.O.; Roche T.E.; McFadden B.A.; Biochemistry; 10 1384 (1971).,71WIL/ROC_1115,303.15,7.7,0.0023, , , , Mops (0.10 mol dm-3) + NaOH, , , , , spectrophotometry, 
1933,1933, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,278.5 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
1934,1934, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,283.2 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
1935,1935, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,288.0 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
1936,1936, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,298.2 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
1937,1937, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.0 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
1938,1938, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,6.73, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1939,1939, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.0, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1940,1940, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.03, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1941,1941, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1942,1942, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1943,1943, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1944,1944, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,303.15,7.57, , , , , Tris (0.10 mol dm-3) + HCl, ,not given, , , enzymatic assay, 
1945,1945, , , [glutamate-ammonia-ligase] adenylyltransferase, , ,2.7.7.42, ATP(aq) + [L-glutamate:ammonia ligase(ADP-forming)](aq) = pyrophosphate(aq) + adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),Wohlhueter R.M.; Eur. J. Biochem.; 21 575 (1971).,71WOH_709,309.5 ,7.4, , , , , Tris (0.10 mol dm-3) + HCl, ,2.0, , , enzymatic assay, 
